date,username,review,rating
2024-03-29 01:17:04,Agi203,Toloooong dana respons kenapa gue Trf pwnding nya lama bgttttttt anjrit gimana sih ini pelayannya buruk sekali,1
2024-03-29 00:27:05,Alfyan57,"Jangan lupa daftarnya pake kode bApZkH ya. Lumayan kan kalian dapet voucher, daripada nggk dapet sama sekali hehehe",5
2024-03-27 22:59:38,Ap**s,Good,5
2024-03-28 16:30:57,itsignasius,"ISI E-MONEY 150k GA MASUK, WAKTU DI LAPORIN MALAH DISURUH NUNGGU 7 HARI, UDAH LAMA PAKAI APK INI, SEKARANG JADI KAPOK, HATI HATI GUYS!!!",1
2024-03-28 14:44:22,mrijdrawan,Duit laki gua ilang anjing gara2 apk ini bangsattt. Mending report aja aplikasi dana  biar di hapus,1
2024-03-28 12:39:51,Fhmi176,Uang saya hilang 800k tidak ada respon,1
2024-03-28 10:35:27,Na2589,Akun saya diretes dan saldo di ambil dengan cara cara kasar dan aplikasi dana tidak punya tanggung jawab dan hanya membiarkan saja tanpa ada permintaaan maaf dan perbaikan sungguh aplikasi abal abal,1
2024-03-28 08:05:14,lelet lu,Kecewa,1
2024-03-28 07:44:21,deamauliaa,Sering banget saldo kepotong dari dana ntah pembayaran apa gk jelas main potong2 saldo dan nominalnya gak sedikit. Kalo begini rugi dan was was dong pake dana untuk nyimpen uang. Kapok deh pake dana mana gak bisa di refund,1
2024-03-28 07:17:54,arisnffff,"Ini gimana pihak dana saya rugi 2jt saya top up saldo tidak masuk udah hubungi pihak dana udah nunggu 24 jam tapi tetep gak ada tolong balik in uang saya,kenapa aplikasi dana sekarang sering kaya gitu??",1
2024-03-28 05:59:56,Ookbhhhh,"2x kesedot saldo di aplikasi ini

1. 200.000 kekirim ke rekening orang tidak dikenal, dan tidak bisa refund

2. 600.000 ada transaksi otomatis dari google diclaim tetap ga bisa refund",1
2024-03-28 05:46:13,Nengulle,Minta tolong segera diproses dan ada kendala apa ini ?,2
2024-03-28 04:54:54,Yudi indrawan,Tidak recom buat d download,1
2024-03-28 04:23:40,Asian S,Baru Kehilangan Saldo Dana Rp. 814.843,2
2024-03-28 02:35:16,meliana09,"Saya membeli token listrik di dana sangat mengecewakAn
Saldo sudah terpotong tapi nomor token tidak muncul2 sampai sekarang !!
Operator dana nya juga tidak jelas saat dipintai solusi
Sangat mengecewakan !!!",1
2024-03-28 01:57:45,Korban Danaid,"Gak usah DOWNLOAD apk MALING 😭 Perampok. Tolong apps store hapus ak ini ngotor""i aja. Maling
PENCURI!!!!!",1
2024-03-28 01:53:42,ttirp,"Trobelnya bikin ketar ketir, kok bisa apk yang ku kira udah paling canggih ini masih ada erornya saat mau kirim uang. Jaringan handpone saya udah bagus tapi transaksi gagal, pakai wifi pun sama. Haduh, tolong dong di perbaiki sistemnya",1
2024-03-28 01:38:17,nsyam,make dana bisnis aneh bgt mo cairin dana selalu error,1
2024-03-28 01:33:50,viracils,"KEBANYAKAN GANGGUAN, DI UPDATE BUKANNYA LEBIH BAIK MALAH BAPUKK👎🏻👎🏻👎🏻👎🏻👎🏻",1
2024-03-28 01:26:52,Hendru111,"Eror dana bikin susah merugikan prang transaksi, aplikasi kayak taik bangsat‼️",1
2024-03-27 20:31:58,nnnarfnt,Kerja sama dengan merchant seperti tidak di update. Bnyak merchant yang sudah tidak memiliki alatnya tapi voucher tetap dijual. Jadi saat sudah dibeli tidak bisa dipake dan di refund,2
2024-03-27 18:25:41,wendysanj,Bagus DANA,5
2024-03-27 19:00:43,Moontod15,Penipu ajg,1
2024-03-27 18:44:05,byanlist,"Topup virtual akun uang gamasuk, dari bank sudah sukses tapi di dana gaada riwayat masuk. sudah lapor cs diana tapi screenshot bukti transfer di bilang gasesuai. sudah konfirm telfon katanya nanti ada email masuk tapi gaada",1
2024-03-27 16:32:30,Nanang SE,Knp skrg harus menunggu lama kalau mengirim,3
2024-03-27 14:58:39,Makatita92,Saya top up 450.000 dari BCA tpi gk masuk di apk dana,2
2024-03-27 16:27:54,Rafly991,"Parah ni aplikasi udah 2 kali gua transfer, bukti tf gaada saldo terpotong tapi saldo ga masuk ke penerima",1
2024-03-27 16:27:11,Fitria anugrah wulandari,Tolong pihak dana kenapa sering pending begitu tf,1
2024-03-27 16:20:14,YASUE77,Susah untuk premium aplikasi taik masih simpel ovo,1
2024-03-27 16:13:01,Danababj,"Saya transfer ke bank di dana berhasil tapi pas di cek di atm uangnya tidak masuk sama sekali,dan di dana tidak ada riwayat transferannya",1
2024-03-27 16:06:20,Kown1232,"Saya sudah melakukan Pembayaran Lewat Qris, saldo sudah kepotong, terus direkening tujuan belum masuk,  tp di aktivitas riwayat tidak ada, tolong Jawabanny dana, bikin males aja makek dana kalau gini cara nya",1
2024-03-27 15:57:54,ucupmaulana,apk anjing saldo gua ilang hbs tf tapi gaada riwayat tfan nya,1
2024-03-27 15:53:18,Skyfal2337,"Makin update makin gaje,transaksi bisa gagal teruss",1
2024-03-27 15:52:56,Yoseii_,Sering sekali gangguan,1
2024-03-27 15:43:43,Sliroo,Saldo saya kok hilang??? Padahal baru top up,1
2024-03-27 15:35:33,Apl tidak berguna,Sangat sangat membahayakan karna saya transfer dan uangnya dipotong tetapi uang tdk terkirim.... ini aplikasi sdh tidak amanah lagi... mohon menghapusnya 👎🏻👎🏻👎🏻,1
2024-03-27 15:30:34,elmayaa23wahyu,Udah di top up eh gamasuk eh saldo ga bertambah duh paraahhh kecewa si uda langganan 4thn guaaa balikin duit guaaaa main comot aje lu apk,1
2024-03-27 15:27:06,Ariqo,"Pelayanan admin lemot, proses transaksi qris dg status menunggu di batalin juga tidak bisa. Mengecewakan",1
2024-03-27 15:21:59,dazenica,"gilakk apa ya tf ga masuk masuk saldonya, bahkann pernah tiba tiba ilang uangnya, penipu.",1
2024-03-27 15:08:09,P123jdobcodn,report aja lah terlalu banyak masalah yang ga di tangani sama aplikasinya,1
2024-03-27 14:58:47,elahgamaudikeritik,Tolong ding pihak dana kenapa saat mengirim ke pengirim bisa kepotomg tapi pas liat aktivitas transaksi nya ko gada dan dana nya ga masuk ke pengirim saya udah 2 kali kaya gitu ini sangat merugikan,1
2024-03-27 11:49:32,Putrabatista,Terbaikkkk,5
2024-03-27 14:58:08,Rezza Mrh,Saldo saya isi lewat Mbanking BC* dan dana nya tidak masuk. Buat laporan tapi aplikasi dana nya slow respond. Apakah itu termasuk dari Scammer? Mengingat kasus ini banyak terjadi di masyarakat. Tolong di tindak lanjuti,1
2024-03-27 14:56:51,Agusputragunawan,"Sangat buruk,top up dana,statusnya sudah masuk,tapi di aplikasi tidak masuk” saldonya sampai skrng",1
2024-03-27 14:54:57,XCaliber17,"sering gangguan, kirim uang dana kepotong gak kekirim gak jelas",1
2024-03-27 14:51:00,ashohibul,"Tolong kenapa ya ini saya top up untuk berlangganan vidio lewat akun dana. Nah di akun dana saya sudah berkurang saldo tapi ko di akun vidio nya ga berlangganan ya, terus pas liat transaksi juga ko cuma adanya pemasukan tidak ada pengeluaran nya. Sedangkan saldo saya sudah berkurang",1
2024-03-27 14:50:54,Devincrysk,"Suka eror, udah bayar beli token listrik, tp tidak ada transaksi atau riwayat sama sekali, pdhal lagi butuh banget, chat online diana gabisa bisa",1
2024-03-27 14:50:10,Ajiii nug,"Sampah, uang ga masuk masuk ini ahh",1
2024-03-27 14:42:08,Sndisptr,"Gimna ini saya tf org dana ga masuk bukti ga ada tpi saldo hilang mau chat admin dana ga bisaa
Tolong gimna inii",1
2024-03-27 14:27:10,Liggggr,"Respon ngga pernah cepet, nunggu dari tadi ngga direspon, telpon ke admin ngga diangkat kocak",1
2024-03-27 14:17:25,syahrul alamsyah,uang kepotong tapi gamasuk,1
2024-03-27 14:13:54,inmas buana putra,"awalnya saya isi saldo 200 ribu terus saya isi token listrik 50 ribu keterangan berhasil tapi di inbox tidak disertakan no token bukti transaksi berhasil, kemudian saya transaksi via qris 145 ribu saldo terpotong tapi tidak ter acc di rekening tujuan, ini kenapa, pusat bantuan susaj di hubungi, live chat via diana juga blank layar putih doang",1
2024-03-27 14:11:46,Eepsaee,"dana anjing gua tf dari bca ke dana sukses, pas di dana gaada duitnya,riwayat gaada, saldo ga ngisi. pas buka bca lagi duitnya udah gaada",1
2024-03-27 14:03:32,tegar234,"gua tf ke orang 100k tiba tiba ng bug
saldo ilang tf ga nyampe ga jelas",1
2024-03-27 13:53:55,miapindo,dana udh ga jls,1
2024-03-27 13:50:03,pasukanku roti,gajelas error mulu,1
2024-03-27 13:41:00,Dmsagl,Sering bgt gangguan mls bet,1
2024-03-27 13:15:54,panduxnxj,"order token listrik 200rb, status berhasil tp toket gk kluar2.. udh minta ke pusat bantuan blm ada respon sampe skrg",1
2024-03-27 10:44:40,Nixzsi,"Ribet, upgeade ke premium dipersulit. Transfer ga bisa.",2
2024-03-27 10:45:20,Agstne.,"Ketika ada kendala saldo tidak kunjung masuk saat top up dari rekening sudah berhasil dan tindak lanjutnya sangat lama, sangat tidak membantu",1
2024-03-27 08:42:14,Arjuna Hakim Maulana,saya lupa pin sya tidak ada yg bantu,1
2024-03-26 13:57:24,Rahmankoco,Sangat membantu,5
2024-03-27 08:37:07,palanggan1,pelayanan nya buruk pling buruk apk nya,1
2024-03-27 05:04:35,Sitsyh,Bagaimana nih dana ko uang saya bisa ilang,1
2024-03-27 03:10:24,muakkkkkkkkkkkkkk,Sering banget uang tidak masuk padahal transaksi berhasil kacau sekali systemnya untuk penanganan masalahnya jga sangat lambat👎🏽,1
2024-03-27 02:34:06,adm_Ghost,"Setelah sy top up saldo ke aplikasi ini tp kok tdk msk ya dananya, gmn ini, kmn uang sy",1
2024-03-27 02:24:05,qqqzkzps,Error terus kerjaan nya sampah ga bisa kirim uang aplikasi tolol,1
2024-03-26 17:24:17,Nashwaawan,"Saya top up dari mbangking ke dana , di mbangking berhasil tetapi tidak masuk di dana .. tolong untuk memperbaiki sistem tersebut karena bisa merugikan pihak tertentu 🙏🏻",2
2024-03-26 11:09:10,nonjiiii,Kenapa dana saya ndak bisa dibuka,5
2024-03-26 11:29:36,s e l e b,"Bukti transaksi transfer uang masuk ada.. pas d cek saldo malah tidak ada..

Lihat riwayat saldo masuk ada,
Saldo keluar tidak ada sama sekali tapi uang hilang.",1
2024-03-25 03:09:26,penumpang yg tersakiti,Tolong developer tambahkan bank SUMUT,5
2024-03-26 11:03:06,Deno Pratama,"Jujur saya senang pakai dana, cuma mohon maaf saya kasih bintang 3 karena penggunaan dana bisnis sering banget molor.",2
2024-03-26 09:13:28,dionjonero,pihak dana seperti tidak peduli kalo kita kehilangan unah,1
2024-03-26 05:55:36,divyasyaq,"Dear Dana,

Pada hari Selasa, 26 Maret 2024 jam 11.11 WIB saya mengirimkan uang sebesar Rp 2.600.000 dari akun DANA saya ke Bank BCA saya. Namun, UANG TERSEBUT TIDAK TERKIRIM ke rekening BCA saya dengan status PENDING. Sedangkan, saldo dana saya sudah berkurang.

Ini sudah kedua kalinya saya mengalami hal serupa, dan saya sangat amat kecewa dengan sistem DANA. DIMOHON DENGAN SANGAT DILAKUKAN PENGECEKAN DAN SEGERA KIRIMKAN UANG SAYA KEMBALI SEBESAR Rp 2.600.000. Saya sudah hubungi berbagai CS DANA di berbagai social media, namun jawabannya selalu sedang melakukan pengecekan. Saya butuh live chat dengan CS nya, bukan boot diseluruh social medianya.",1
2024-03-26 04:07:07,eza0711,aplikasi dijalaninnya lemot bgt,2
2024-03-25 21:49:34,hshendhbesuwb,"Lagi buru buru beli token malah terkendala mulu mana uangnya ga direfund token gamasuk, coba ke pusat bantuan malah suruh nunggu doang percuma ga guna. Jadi males buat pake dana",1
2024-03-25 16:57:47,nofaldo,Saldo belum masuk sebesar 250 ribu,1
2024-03-25 09:45:43,Nendri0101,Akun saya tbtb di tangguhkan padahal saya tidak melakukan transaksi yang melanggar di akun saya ada uang yang tersangkut sudah menghubungi cs nya malah tidak di bls,2
2024-03-25 08:38:37,zulkiflay alex,Gak bisa masuk akun kenapa yahh.. padahal pin bener cuma nomornya udah hilang,1
2024-03-25 08:00:00,Madnan23,Makin kesini dana ini sering gangguan najis banget pakai apk ini lagi,1
2024-03-25 03:13:07,obewww,"aplikasi haram gajelas suka nyedot dana,alasan apple service pdhl kaga langganan apapun. Hari gini masih make diit haram",1
2024-03-24 21:06:38,Mat serkai,Mohon tingkatkan keamanan,5
2024-03-25 02:16:47,Muhammad_afif,Saya sudah bayar google play tgl 24 maret tapi tgl 25 maret bayar lagi otomatis..gak ngotak banget si,1
2024-03-24 08:00:09,Apayq,"transaksi mudah,cepat dan aman",5
2024-03-24 20:22:07,yud jovan,"Selama 2 taun saya pake apk ini ,itu aman aja tapi setelah lama2 dana melakukan berbagai cara untuk menipu dan mengambil uang saya secara real ,, bagi teman2 yang ingin mendownload apk ini atau masih punya apk ini saya sarankan untuk menghapus apk nya ,, saya tidak berbohong ataupun menjelek2kan tapi ini fakta yang udah saya alamin sendiri",1
2024-03-24 14:27:03,GgzHjjjdas,"Emng ga seberapa harganya, awal suruh tunggu beberapa menit , lalu abis itu nambah lagi sirih nunggu beberapa menit, suruh ke pusat bantuan Diana,pas di chat cuma bisa bales maaf ka Kaka masih dalam antrian apakah mau menunggu ?? . Huhuhu setiap menit setiap jam setiap hari jawaban nya kaya gtu, Trs dana tidak kembali, ini gimana si pelayanan nya? Pusat bantuan lambat bahkan lama ga respon sampe skrng!",1
2024-03-24 12:06:28,yabsamawjahwuww,Aplikasi maling penyedot saldo,1
2024-03-24 09:00:02,Angela Diastye,Mohon maaf kenapa bisa terjadi saldo di dana tiba2 hilang? Mohon tanggapannya utk admin ini saldo saya habis kesedot terus sekarang dananya gabisa dibuka sama sekali,1
2024-03-23 17:11:50,Pelangan yg kecewa,Sangat membantu saya dalam menerima dan mengirim uang,5
2024-03-24 03:58:09,pemilik jm,"PERMISI MITRA DANA 

. mohon maap ataas pertanyaan yang seperti nya bagi anda ga guna tapi bgi saya sangat berguna jika ada jawaban nya jelas
bagai mana cara premiumin akun tetapi sudah terdaftar. tetapi saya tidak ingat dengar nomor lama di ktp saya yg mau di pakai dana😭🙏🏻

SALAM HORMAT COSTUMER DANA
MOHON BANTUAN NYA MITRA DANA🙏🏻",2
2024-03-24 03:16:16,frnshhh,"Apk ga jelas udah hampir 500rb kepotong sendiri,pdhl gada lakukan transaksi",1
2024-03-24 00:55:33,akun dana 000,Di iphone sering nge freeze payah bikin repot,1
2024-03-24 00:22:46,Jonathan P Adhi,"1. The app said that my device is rooted. First of all, iphone cannot be rooted, can only be jailbroken. And for the record my device is not jailbroken, it’s only running beta updates from official apple. It’s so funny that i can’t open this app if running official beta updates.

2. DANA customer service is the worst. It’s pretty much nonexistent. Have tried contacting their twitter CS, their email address, none replied, and it has been 1 year already. I’m not afraid to tell everyone to shut their Dana account. The app and their management is trash.",1
2024-03-23 00:46:05,robigaradena,Dana cicil saya ko belum muncul juga padahal saya sering bertransaksi di sini terus,5
2024-03-23 14:30:06,rifkyx,"Jangan taruh uang ataupun masukin kartu apapun ke dana, banyak malingnya",1
2024-03-23 11:37:17,Panggil aja dika,"Akun saya sudah premium sebelum nya bahkan sudah bisa transfer segala macem, tetapi tiba tiba langsung tidak premium lagi setelah transfer, Sudah coba konsul di dana tapi tidak jelas juga, cukup kecewa karna sampai skrng akun dana saya tidak bisa kembali premium",1
2024-03-23 09:37:57,Davidprassstio,Tolong di perbarui lagi dong saya ga bayar apa”kok saldo aq berkurang 55rbu,1
2024-03-23 08:37:04,Sywjshgsuj,"Keamanan nya rendahhh!!!! 2 kali kebobol. Gampang diretas aplikasi nya. 1,2jt gua kebobolan, bahkan sebelumnya cowo gua juga sama kebobolan. Ga terpercaya!!! Gw saranin gausah ada yg download.",1
2024-03-23 05:33:32,SNRACING,uang tiba2 hilang topup lah tranfers sendiri! udh diklaim ga balik duitnya😔,1
2024-03-22 20:38:01,Aditiyha,Sangat membantu,5
2024-03-22 19:02:17,Dinar1998,"Sangat sangat menyesal dengan aplikasi dana ini, aplikasi sebesar ini kenapa gampang sekali di bobol oleh pihak tertentu, dan dana tidak mengembalikan saldo.",1
2024-03-22 08:47:07,Melki Lomi,Sangat membantu,5
2024-03-22 18:12:18,aosjsjsjse,"jangan mau download apk ini akun saya tiba""
ke logout sendiri dan saya masuk kembali tetapi pin saya salah demi allah saya tidak mengotak atik/mengganti pin saya tetapi salah dan saya ingin mengganti lupa pin tetapi pas memindai wajah tidak terdeteksi padahal cahaya tidak redut saya berada di bawah cahaya yg bagus tolong duit saya untuk keperluan uang kuliah padahal baru di tf orang tua jahatt bangett tiba"" akun saya ke logout sendirii dan pin saya tiba"" salahh

saya sudah mengirim email tetapi tidak ada balasan saya udah dm di suruh sabar sabar sabar terus

tolong di lohat ulasan saya terimakasih🙏",1
2024-03-22 16:58:55,Ngukur,sering di sedot nggk jelas padahal Google nggk berlanggganan setiap top up di abisin terus,1
2024-03-22 14:14:23,shuzytaro,gak bisa apa apa stuck uang gw,1
2024-03-22 12:43:04,kathhhylynid,Knp ya gabisa top up pake Dana? Pdhl pas pertama download aman aman aja. Skrg udh gabisa pdhl saldonya masih banyak🙁,2
2024-03-22 09:42:02,Tan Cemara,"Barusan app DANA saya diblokir seseorang yg mengaku dari pihak DANA. Pin saya diganti sehingga gak bisa buka lg, barangkali uang saya jg sudah hilang",1
2024-03-22 06:50:58,Bang Quddus,"Mantab,ada dana tak ada yang pinjam uang",5
2024-03-22 08:26:53,Gugungunaedi,Tolong cpt bila dihubungi,1
2024-03-22 04:46:51,Nyimas726,Transaksi cepat sampai,5
2024-03-21 12:12:03,Alvin ibrahim,Ga bisa up Greg ke premium,5
2024-03-22 02:09:31,Thankkkme,"Aplikasi ini mendebit uangmu dengan aplikasi yang tidak kamu kenali!

Tidak ada penyelesaian masalah, CS payah! bot Diana tidak berguna

Run bestie!",1
2024-03-21 22:05:15,Rio prabowo ramadani,"Dana saya sudah premium sudah bisa ngirim, dan sudah ngirim beberapa kali tapi kenapa tiba tiba minta upgrade ke premium lagi?
Sudah saya update tapi tetap aja gagal selalu minta upgrade ke premium, mohon solusinya🙏🏻🙏🏻🙏🏻",2
2024-03-21 21:47:37,Udawa13,"Uang tertahan di aplikasi, sudah laporan tidak kunjung ditangani👎",1
2024-03-21 16:19:59,Arif sofian,"Saya salah transfer ke nomer orang, tapi cs dana gabisa kasih solusi😭😭😭😭😭😭",1
2024-03-21 14:44:47,rhenny ekky,"Saldo dana sya 800 rb mau sya tarik tiba"" akun dibekukan alasan keamanan hati"" sudah bnyak kejadian uang diambil dana sepihak",1
2024-03-21 14:33:01,Anjingggghh,Aplikasi dana kenak hack uang saldo saya hilang 100rb aplikasi payahh,1
2024-03-21 08:47:37,adeffa,"Ter amat sangat membantu aplikasi dana,mohon di pertahankan ya.sukses selalu dan semakin sukses. Thanks dana!!!",5
2024-03-21 12:05:59,Luqita Aulia,aneh yang pemasukan nya banyak dan pengeluaran nya banyak ga dapet dana cicil aneeh deh,3
2024-03-21 10:30:05,Pembenci Dana,akun saya ditangguhkan dan saya dituduh melakukan penipuan. ampas nuduh gaada bukti main angusin akun orang,1
2024-03-21 09:46:42,M fariz shafwan,"Saya pribadi jarang menggunakan aplikasi ini,setelah saya menggunakan dana ini untuk transaksi urgent diharuskan menggunakan premium tapi saya sudah mengikuti alur persyaratannya namun keterangan tertulisnya bahwa saya sudah terlalu sering mengajukan dana premium padahal saya baru sekali akses dan baru sekali di arahkan untuk premium feedbacknya seperti ini dan makin parahnya dana premium saya di tolak gitu aja….ini bagaimana saya mau transaksi banyak ini itu nya",1
2024-03-21 08:18:38,achul66,Okeee👍,5
2024-03-20 03:24:35,salmaputr,"tiba tiba saldo kepotong, udah lapor cs no respon berhari hari!",5
2024-03-21 07:36:16,Onyees,Sering terjadi kendala,3
2024-03-21 05:43:43,Ma broo,"Apk rusak gagal transaksi saldo ga d kembalikan, najiss mending k apk sebelah lbih aman",1
2024-03-21 05:11:27,soo leh,"Lagi banyak transaksi kok bisa bisanya ada telfon yang mengatasnamakan dana dan terindikasi penipuan, parahnya lagi tau nama akun. Sistem keamanan datanya gimana nih?",3
2024-03-21 04:56:58,RGLZRD,"Mau ganti nomer telpon di dana ga bisa. Saya ganti nomer baru kok bisa2 nya nomer yang saya pakai udah di pakai di dana orang lain. Mbulet banget CS nya Dana. Ga rekomended sama sekali. Apalagi sekarang marak pembobolan dana, dan pihak dana ga bertanggung jawab. Uninstal !",1
2024-03-21 04:26:31,anggiquing,Aplikasi dana penipu..tidak bertanggung jawab..apilkasi anjing..dompet digital penmbohong dan pencuri uang..saya transfer uang dri dana ke bri..sampai skrng gak masuk2..adisten diana bot kyak anjing jeb gitu2 doang..cs di tlp susah nyambung layanan kayak anjing.giliran da nyambung jg gak ada penyelesaian,1
2024-03-20 23:56:28,Ega berliana,Tolong gimana jika akun diproteksi,2
2024-03-20 19:24:20,Putrraaaaa,Seperti di permainkan setiap melaporkan masalah malah di bulak baliki terus saya kecewa sama pihak dana,1
2024-03-20 16:51:51,Shenvila,Aplikasi ini sudah tidak aman masa saya tidak transfer uang tidak ada org yg minta otp bisa uang ilang,1
2024-03-20 09:38:56,Albaniyz,"Harus upgrade premium. Ktp sudah terdaftar di nomer yang sudah lupa
Jadi ga bisa bikin akun lagi 🥲",1
2024-03-20 07:19:48,Lahacatacsusvabahsu,"Setiap main dana poin atau main dana poly selalu ga dapet THR, alasan kurang beruntunglah. Kalo mau kasih permainan misi tu harus sediain hadiah nya jangan udah 4 kali putaran selalu kurang beruntung alasannya. 
Aku pake dana udah lama selalu transkasi pake dana kalo mau liat cek aja di riwayat nya tu ADMIN dana",1
2024-03-20 06:45:17,Mutiara nisa,Gimana caranya menghapus merchant gimana ini tolong,1
2024-03-20 06:13:00,RichardParulian,Akun gajelas mau benerin dana premium aja hrs pake ijazah paspor yg jelas2 udh pake ktp ribet.,1
2024-03-20 05:25:15,Louis charless,"Sangat tidak aman, masa bisa-bisanya akun saya di hack hingga akun dana saya habis. Sungguh tidak relate",1
2024-03-20 03:59:04,Khud(12,Ku unistal dulu banyak kasusnya,1
2024-03-20 03:31:00,bngmin,knpa di hp saya tidak bisa buka dana,2
2024-03-20 03:24:42,Erinaceah_,"baru sempat kasih ulasan karna apk nya minta diperbarui.. saya pernah salah tf ke rekening irg yg ga saya kenal, dari pihak dana nyruuh ke bank terkait yg ditf itu, pas dibank saya malah disuruh melapor ke pihak dana, alhasil blunder ga ada jalan keluar, bahkan ngurus trs via bot chat dana jga ga ada perkembangan, di bank terkait jga minta ke pihak bantuan Dana.. uang 1.9jt hasil tabungan saya ga balik, pdhl sudah diurus sana sini tapi tidak membuahkan hasil. tolong utk pihak dana lebih aware sama konsumen nya, supaya konsumen ga was' atau takut utk pakai apk ini, skrg apk dana jrg saya pake karna sempat jga ada pemotongan otomatis pdhl ga ada langganan apapun, pas sudah ada langganan malah ga terpotong utk perpanjangan. cuma runyam ya gais...",3
2024-03-20 03:03:18,sopo koe?,"Dari beberapa cuitan twitter & ig banyak sekali orang yang duit nya lenyap. Tapi dari pihak DANA tidak ada tanggapan, dan balas nya selalu memakai fitur BOT. Gausah neko"" update ke Dana premium, mending pake Go*AY lebih aman. Sekedar sharing dari ratusan ribu korban👍🏼",1
2024-03-20 02:47:47,itss yujin,"Kenapa saya kasih bintang 1? Saya mengirim uang lewat dana ke rekening bank di aplikasi dana sudah berhasil tapi uangnya tidak masuk ke bank tujuan saya sudah pergi ke teller bank dan menannyakan transaksi saya tapi belum ada transaksi apapun di atm saya,saya sudah chat teller dana tapi gak terlalu selow respond👎🏻👎🏻👎🏻",1
2024-03-20 02:22:28,Bnnbnbv,Gh,5
2024-03-19 23:41:20,hfngkf,Saya sudah update apk kok ga ada menu danapoly ya ???,5
2024-03-19 16:41:58,Otnairpus,Terbaikkkkkk,5
2024-03-19 15:16:52,hasfansyah,Semoga selalu aman dengan menggunakan dana ini,5
2024-03-19 16:03:52,rychaelafif,"UANG SAYA HILANG 2jt DIHACK ORANG LAIN, KODE OTP GA DIKASIH TTEP KENA HACK SIALANNNNNNN",1
2024-03-19 15:21:12,Didin mana,"Baru kejadian, saldo dana saya di tarik dan di salah gunakan oleh orang yang tidak bertanggung jawab, parah nya dana cicil juga di gunakan. Dari pihak dana juga ga bisa ngasih penjelasan dan solusi bahkan dari dana sudah memastikan tidak bisa mengembalikan uang nya👎🏻👎🏻👎🏻👎🏻",1
2024-03-19 11:26:52,Langit100,Keluhan saya di proses dengan cepat,5
2024-03-18 20:48:50,Dann anjjj,Sudah 6 bulan di hp iphone saya tidak bisa di buka dana nya kenapa?? Apk taik,5
2024-03-19 11:00:38,Engkuh Arif,"saya ditangguhkan dengan alasan tidak jelas, dana saya beberapa kali mengirim email ke dana tapi respon sama sekali tidak membantu padahal saya termasuk pengguna dana sudah cukup lama dan baru kali ini dapat masalah kek gini yang sangat mengecewakan karna pelayanan nya sangat” tidak membantu konsumen,mohon ditindak lanjuti sebelum banyak konsumen atau pengguna yang kecewa karna diakun dana saya uang saya masih ada",1
2024-03-19 10:31:19,farid gilang,kecewa sih sekarang dana jadi ribet akun saya gagal premium dan gabisa dibenerin udah sebulan,2
2024-03-19 08:53:27,nickolasaldinoo,"kacau cs nya gaada bisa bantu solusi sama sekali, pelayanan lambat lagi, bales chat harus di spam baru bisa balas pokoknya kecewa sama pelayanan dana, najis dan nama cs nya td riri",1
2024-03-19 07:34:55,nyesel pake xl,"kalo gabisa ngasih jaminan uang aman gausa sok masarin yg lebih2
kalo ada data jebol tolong perbaiki mana yg harus ditambahkan lagi keamanannya, kek gitu aja susah bat",1
2024-03-19 06:55:03,iwang lpg,"Saya kecewa dengan dana , jangan instal dana ya 
Saldo saya habiss terkuras karena ada orang login, dan sudah lapor tapi laporan ditolak !
Masalah kecil saja tidak bisa diatasi",1
2024-03-19 04:29:39,windisepta,"Tiba2 ada transaksi ke hotel tengah malam, duit seharusnya bayar ukt malah raib. Aplikasi sampah, jgn sampe yg lain kejadian juga.",1
2024-03-19 04:24:31,dmarkus22,Hati-Hati sama aplikasi ini ga pernah ada solusi udah banyak saldo hilang….!!!! Maling berkedok aplikasi,1
2024-03-19 03:30:21,astri nadya,"Laporan bolak balik gak ada penyelesaian, setiap laporan harus ngulang dari awal nunggu antrian lama giliran udah dapet antrian tiba tiba di tutup chat nya. Gimana nih pelayananan nya buruk sekali",1
2024-03-19 03:21:02,ceelllieen,"saya kehilangan uang saya 450 ribu , saldo hilang dan ada transaksi tanpa pengetahuan saya ke nomor tdak dikenal dikirim ke "" PT HOTEL TRAVELING "" saya sudah chat cs tapi tidak ada balasan & itikad baik yang saya terima , mohon di proses kendala nya",1
2024-03-18 22:15:52,wahyu4477,"ini sengaja banget diputusin live agennya biar nunggu antrian lagi dah, kesel anjir, kenapa sih klo masalah cashback lemot bgt ga masuk"" ato emg cuma iming""an aja?",1
2024-03-18 17:39:37,Wahyudi ilham,Aktifin dana cicil,5
2024-03-18 18:28:45,Helmymhdr,Qris di apk dana berhasil tapi ngga masuk ke merchan nya di komplain malah karena telat komplain 1 jam udah ngga bisa di proses klaim nya,1
2024-03-18 14:45:40,owowkwksk,suka banget sama kata kata yang ada kalo pas update app dana😍😍🫶🏻,5
2024-03-18 14:59:38,Anggaalams,"sudah beberap kali transaksi dan sekarang diwajibkan uprage ke premium dengan KTP. 

hak privasi user gak mau verfikasi KTP! gw gak mau takut disalahgunakan! pemaksaan ini aplikasi! duit gw jadi nyangkut gak bisa ditarik!",1
2024-03-18 12:59:34,pajar aji,"Ini gimana yahh sudah 9hari mau transaksi suruh upgrade ke premium , sudah upgrade tapi suruh menunggu 3/5hari … sudah 3 hari blm bisa juga … dana saya nyangkut Telp layanan dana abis pulsa gw 🤬🤬",5
